arcade_addr,rom_addr,role,window,operation_type,execution_class,evidence,safe_to_nop_after_replacement,safe_to_nop_reason,replacement_target,source_origin,patch_status,priority,confidence,notes
0x00056A,0x00076A,Window pointer setup (lea),D,pointer init,init_only,startup/common init path -> startup_hw_probe_052a -> instruction 0x00056A (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,unpatched,not_needed,Medium,"Auto-added from full disassembly scan: `lea 0xd00000,%a0` in range `startup_hw_probe_052a`."
0x000570,0x000770,Window pointer setup (lea),D,pointer init,init_only,startup/common init path -> startup_hw_probe_052a -> instruction 0x000570 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,unpatched,not_needed,Medium,"Auto-added from full disassembly scan: `lea 0xd01000,%a1` in range `startup_hw_probe_052a`."
0x0005C0,0x0007C0,Boot callsite: JSR 0x3BB48 (table-driven C-window text writer) from boot sequence,C,direct write,init_only,Callsite in startup init. Calls text writer 0x3BB48 which writes to C-window tile region.,YES,"Already NOPped. Even if called, internal writes in 0x3BB48 are NOPped. Boot text irrelevant.",VDP nametable write,other,already_patched,not_needed,High,"Suppression patch removed. Startup/common now calls 0x03BB48 again, and the active 0x03BB48 VDP hook handles rendering path."
0x0005C0,0x0007C0,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,init_only,startup/common init path -> startup_hw_probe_052a -> callsite 0x0005C0 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,already_patched,not_needed,Medium,"Suppression patch removed. Startup/common now calls 0x03BB48 again, and the active 0x03BB48 VDP hook handles rendering path."
0x000630,0x000830,Window pointer setup (lea),C,pointer init,init_only,startup/common init path -> startup_hw_probe_052a -> instruction 0x000630 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,unpatched,not_needed,Medium,"Auto-added from full disassembly scan: `lea 0xc0975c,%a0` in range `startup_hw_probe_052a`."
0x00068C,0x00088C,"Text/status writer: MOVE.W D1,(A0)+ where A0 is C-window text base 0xC0975C",C,direct write,init_only,Startup text writer. A0 = 0xC0975C (C-window text area). Fires before frontend tick.,YES,Already NOPped.,VDP nametable write,other,already_patched,not_needed,High,NOP'd.
0x00069A,0x00089A,Window pointer setup (lea),C,pointer init,init_only,startup/common init path -> outside_copied_ranges -> instruction 0x00069A (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,unpatched,not_needed,Medium,"Auto-added from full disassembly scan: `lea 0xc09748,%a2` in range `outside_copied_ranges`."
0x03A008,0x03A208,Frontend tick entry point: main arcade title/attract state machine,none,control/state,active_every_frame_frontend,genesistan_run_original_frontend_tick() -> JMP 0x03A208. This IS the frontend entry. All rendering paths trace from here.,NO,Active control/dispatch path; not a direct rendering writer.,none,other,unpatched,not_needed,High,"Trampoline entry. A5 = genesistan_arcade_workram_words on entry. Not a C/D window routine itself but is the root of all frontend rendering calls. [Build 142 repair: entry/dispatch control path, not a direct rendering replacement target.] Non-rendering active control/dispatch path; intentionally replacement_target=none. [Validation: non-rendering dispatch/control node; downstream renderer targets are tracked in separate rows.]"
0x03A190,0x03A390,Lives staging init: stores decremented state value into A5@(0x0102) companion counter,none,staging,active_conditional_frontend,frontend entry 0x03A008 -> state path around 0x03A166 -> 0x03A190.,NO,Feeds subsequent lives copy/swap and HUD update routines.,VDP SAT,workram,unpatched,required_now_frontend,Medium,Backward trace from lives anchor shows paired counters at 0x0100/0x0102 used by HUD routines.
0x03A200,0x03A400,"Lives decrement branch: SUBQ.W #1,A5@(0x0100) with zero-transition handling and HUD call",none,control/state,active_conditional_frontend,frontend entry 0x03A008 -> state branch -> 0x03A200; on transition calls 0x03B902.,NO,Control branch whose zero edge triggers HUD/life display update path.,VDP SAT,workram,unpatched,required_now_frontend,High,Maps to lives anchor neighborhood (cheat address 0x10C101).
0x03A20E,0x03A40E,Callsite feeding window path: call/jump to 0x03B902,D,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A20E -> 0x03B902.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,already_patched,required_now_frontend,Medium,"Auto-added callsite from disassembly: `bsrw 0x3b902` Build 171: direct shift-table redirection to genesistan_render_sprites_vdp_bridge (JSR abs.l), no helper chain."
0x03A264,0x03A464,Callsite feeding window path: call/jump to 0x03B902,D,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A264 -> 0x03B902.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,already_patched,required_now_frontend,Medium,"Auto-added callsite from disassembly: `bsrw 0x3b902` Build 171: direct shift-table redirection to genesistan_render_sprites_vdp_bridge (JSR abs.l), no helper chain."
0x03A274,0x03A474,Shared transition cluster control gate: bit-test branch selecting swap path A (0x03A294) or path B (0x03A2B2) during state-2 frontend transitions.,none,control/state,active_conditional_frontend,"genesistan_run_original_frontend_tick -> 0x03A008 (state dispatch) -> 0x03A15A -> 0x03A196 -> 0x03A200 -> 0x03A26E/0x03A274 and 0x03A282, used in shared attract/coin/start transition path.",NO,Control gate remains required to preserve state toggling at A5@(42) and transition flow after helper bypass.,none,workram,unpatched,not_needed,High,Cluster controller only; does not touch C-window/D-window directly.
0x03A294,0x03A494,Lives buffer swap helper (path A): copies A5@(0x0100)-anchored 32-word block into active HUD buffer,none,copy,active_conditional_frontend,frontend entry 0x03A008 -> 0x03A25A/0x03A276 path -> BSR 0x03A294.,YES,Build 164 replaces entry with RTS+NOP to stop shared transition buffer rotation that propagates invalid pointer-bearing words across attract/coin/start transitions.,none,workram,already_patched,not_needed,Medium,"Loop-driven state staging for lives-related display state. [Build 164] Entry opcode replaced to RTS+NOP in startup_title_remap.json; 0x03A274 control gating kept, 0x03A2D0 copy primitive left intact for other callers."
0x03A2B2,0x03A4B2,Lives buffer swap helper (path B): reverse copy path restoring staged lives display state,none,copy,active_conditional_frontend,frontend entry 0x03A008 -> 0x03A282/0x03A28A path -> BSR 0x03A2B2.,YES,Build 164 replaces entry with RTS+NOP to stop shared transition buffer rotation that propagates invalid pointer-bearing words across attract/coin/start transitions.,none,workram,already_patched,not_needed,Medium,"Part of full lives state transfer cycle. [Build 164] Entry opcode replaced to RTS+NOP in startup_title_remap.json; 0x03A274 control gating kept, 0x03A2D0 copy primitive left intact for other callers."
0x03A2D0,0x03A4D0,"Generic 32-word copy primitive (MOVE.W (A0)+,(A1)+ loop) shared by multiple callers; consumed by 0x03A294/0x03A2B2 and many non-cluster paths.",none,copy,active_conditional_frontend,"Called from 0x03A294 and 0x03A2B2 in the shared transition cluster; also referenced broadly from other frontend helpers, so primitive is retained.",NO,Global primitive; NOP would break non-cluster copy callsites.,none,workram,unpatched,not_needed,High,Build 164 bypasses cluster at 0x03A294/0x03A2B2 entries instead of altering this shared primitive.
0x03A32C,0x03A52C,Palette callsite: invokes 0x59AD4 for frontend/attract palette update,none,palette,active_conditional_frontend,frontend entry 0x03A008 -> state branch -> 0x03A32C -> JSR 0x5A3AC -> multiple JSR 0x59AD4.,NO,Callsite applies frontend palette effects/animations.,palette load,palette buffer,unpatched,required_now_frontend,High,One distinct frontend palette callsite.
0x03A334,0x03A534,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A334 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A33A,0x03A53A,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A33A -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A340,0x03A540,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A340 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A346,0x03A546,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A346 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A350,0x03A550,Direct C-window write: MOVE.W #0x0032 to 0xC08A52 (sprite frame counter register),C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine -> callsite at 0x03A350 (conditional on state).,YES,Already NOPped. Sprite frame counter in C-window region. No Genesis equivalent needed for title screen.,none,other,already_patched,not_needed,High,"NOP'd. 0xC08A52 is in PC080SN internal register area, not the nametable. No direct Genesis mapping needed. [Build 142 repair: patched-out runtime path; retained for traceability, not a live rendering replacement target.]"
0x03A360,0x03A560,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A360 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A3B0,0x03A5B0,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A3B0 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A3B6,0x03A5B6,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A3B6 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A3C4,0x03A5C4,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A3C4 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03A3CA,0x03A5CA,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> frontend_core -> callsite 0x03A3CA -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
